"customerkey","geographykey","customeralternatekey","birthdate","maritalstatus","gender","yearlyincome","totalchildren","englisheducation","englishoccupation","numbercarsowned","datefirstpurchase","commutedistance","fullname","customerage","city","stateprovincename","englishcountryregionname","postalcode"
25847,616,"AW00025847","1946-06-11","M","F","60000.00",3,"Graduate Degree","Management",2,"2022-09-22","10+ Miles","Destiny Brown",78,"Everett","Washington","United States","98201"
25848,329,"AW00025848","1946-12-09","S","M","40000.00",4,"High School","Professional",2,"2022-04-08","10+ Miles","Samuel L Robinson",77,"Imperial Beach","California","United States","91932"
25849,301,"AW00025849","1947-01-23","M","F","50000.00",3,"Bachelors","Management",2,"2022-02-06","10+ Miles","Danielle J Cooper",77,"Burbank","California","United States","91502"
25850,52,"AW00025850","1946-09-21","M","M","50000.00",3,"Bachelors","Management",2,"2022-05-25","10+ Miles","Jared J Sanchez",77,"Langley","British Columbia","Canada","V3A 4R2"
25851,609,"AW00025851","1946-09-11","S","M","50000.00",4,"Bachelors","Management",2,"2022-12-04","1-2 Miles","Seth J Washington",77,"Bellingham","Washington","United States","98225"
25852,626,"AW00025852","1953-06-23","S","F","50000.00",4,"Bachelors","Management",2,"2022-05-25","1-2 Miles","Amanda M Bennett",71,"Lynnwood","Washington","United States","98036"
25853,641,"AW00025853","1949-01-30","M","F","60000.00",4,"Bachelors","Management",2,"2022-12-25","10+ Miles","Chloe L Collins",75,"Spokane","Washington","United States","99202"
25854,302,"AW00025854","1949-02-06","M","M","60000.00",4,"Bachelors","Management",2,"2022-06-02","10+ Miles","Jordan Chen",75,"Burlingame","California","United States","94010"
25855,609,"AW00025855","1948-10-02","S","M","60000.00",4,"Bachelors","Management",2,"2022-02-25","1-2 Miles","Dylan Diaz",75,"Bellingham","Washington","United States","98225"
25856,307,"AW00025856","1949-11-14","S","M","30000.00",4,"High School","Professional",2,"2022-12-16","10+ Miles","Benjamin H Sharma",74,"Chula Vista","California","United States","91910"
25857,552,"AW00025857","1950-03-05","S","F","30000.00",5,"Partial High School","Clerical",2,"2020-01-19","10+ Miles","Abigail M Perry",74,"W. Linn","Oregon","United States","97068"
25858,545,"AW00025858","1951-05-05","S","F","20000.00",5,"Partial High School","Clerical",3,"2023-01-27","10+ Miles","Mariah V Gonzales",73,"Milwaukie","Oregon","United States","97222"
25859,542,"AW00025859","1950-12-02","S","F","20000.00",5,"Partial High School","Clerical",3,"2022-06-14","10+ Miles","Mackenzie M Peterson",73,"Lake Oswego","Oregon","United States","97034"
25860,301,"AW00025860","1950-11-24","S","M","20000.00",5,"Partial High School","Clerical",3,"2022-09-26","10+ Miles","Justin J Thomas",73,"Burbank","California","United States","91502"
25861,385,"AW00025861","1950-08-26","M","M","30000.00",5,"Partial High School","Skilled Manual",4,"2020-01-06","10+ Miles","Garrett C Cooper",73,"Woodland Hills","California","United States","91364"
25862,312,"AW00025862","1951-03-02","M","M","30000.00",2,"Partial High School","Skilled Manual",2,"2022-08-25","1-2 Miles","Jared Bell",73,"Coronado","California","United States","92118"
25863,543,"AW00025863","1952-06-01","S","F","40000.00",5,"High School","Professional",3,"2019-12-29","10+ Miles","Sydney S Wright",72,"Lebanon","Oregon","United States","97355"
25864,68,"AW00025864","1951-12-05","M","F","40000.00",5,"High School","Professional",3,"2021-02-09","10+ Miles","Petr Lazecky",72,"Vancouver","British Columbia","Canada","V7L 4J4"
25865,623,"AW00025865","1951-11-06","M","M","40000.00",5,"High School","Professional",3,"2020-01-19","10+ Miles","Tristan Butler",72,"Kirkland","Washington","United States","98033"
25866,552,"AW00025866","1952-05-09","M","M","40000.00",5,"High School","Professional",4,"2020-01-24","10+ Miles","Tristan G Perry",72,"W. Linn","Oregon","United States","97068"
25867,385,"AW00025867","1952-04-18","S","M","70000.00",5,"Bachelors","Management",3,"2020-02-27","10+ Miles","Carlos A Carter",72,"Woodland Hills","California","United States","91364"
25868,385,"AW00025868","1952-05-03","M","F","70000.00",5,"Bachelors","Management",3,"2020-02-21","10+ Miles","Jessica W Lewis",72,"Woodland Hills","California","United States","91364"
25869,634,"AW00025869","1958-08-06","M","M","40000.00",2,"High School","Professional",2,"2022-08-19","2-5 Miles","Lucas Parker",65,"Redmond","Washington","United States","98052"
25870,543,"AW00025870","1953-03-31","M","M","40000.00",2,"High School","Professional",2,"2022-06-04","2-5 Miles","Edward M Gonzales",71,"Lebanon","Oregon","United States","97355"
25871,618,"AW00025871","1952-12-20","S","M","40000.00",2,"High School","Professional",2,"2022-09-06","10+ Miles","Jason R Nelson",71,"Issaquah","Washington","United States","98027"
25872,638,"AW00025872","1964-04-12","S","F","70000.00",2,"Bachelors","Management",1,"2020-02-12","2-5 Miles","Melanie H Ross",60,"Sedro Woolley","Washington","United States","98284"
25873,52,"AW00025873","1952-11-10","S","M","70000.00",2,"Bachelors","Management",1,"2022-11-03","10+ Miles","Isaiah Sanders",71,"Langley","British Columbia","Canada","V3A 4R2"
25874,631,"AW00025874","1958-08-11","M","F","70000.00",2,"Bachelors","Management",1,"2022-11-05","10+ Miles","Jessica Hall",65,"Olympia","Washington","United States","98501"
25875,60,"AW00025875","1959-06-09","M","F","40000.00",2,"High School","Professional",2,"2021-02-16","2-5 Miles","Jocelyn D Price",65,"Port Hammond","British Columbia","Canada","V6B 3P7"
25876,644,"AW00025876","1953-11-30","M","M","60000.00",2,"Partial College","Professional",1,"2020-02-18","2-5 Miles","Noah King",70,"Walla Walla","Washington","United States","99362"
25877,644,"AW00025877","1954-06-03","S","F","60000.00",2,"Partial College","Professional",1,"2023-01-24","10+ Miles","Alyssa Price",70,"Walla Walla","Washington","United States","99362"
25878,338,"AW00025878","1953-12-07","S","F","60000.00",2,"Bachelors","Management",0,"2020-02-23","2-5 Miles","Brianna E Simmons",70,"Los Angeles","California","United States","90012"
25879,339,"AW00025879","1953-12-09","S","F","60000.00",2,"Bachelors","Management",0,"2020-03-17","10+ Miles","Alyssa S Wood",70,"Mill Valley","California","United States","94941"
25880,355,"AW00025880","1953-11-05","M","M","60000.00",2,"Bachelors","Management",0,"2022-09-23","10+ Miles","Jackson Kumar",70,"Redwood City","California","United States","94063"
25881,358,"AW00025881","1959-03-19","M","F","60000.00",2,"Bachelors","Management",0,"2023-01-04","10+ Miles","Jennifer Clark",65,"San Carlos","California","United States","94070"
25882,359,"AW00025882","1954-02-20","M","M","60000.00",2,"Bachelors","Management",0,"2022-05-29","10+ Miles","Edward S Roberts",70,"San Diego","California","United States","92102"
25883,71,"AW00025883","1960-01-31","M","M","60000.00",2,"Partial College","Professional",2,"2021-02-14","2-5 Miles","Luis E Carter",64,"Westminster","British Columbia","Canada","V3L 1H4"
25884,55,"AW00025884","1956-04-17","M","M","40000.00",2,"Partial High School","Skilled Manual",2,"2022-06-10","10+ Miles","Elijah S Evans",68,"Newton","British Columbia","Canada","V2L3W8"
25885,66,"AW00025885","1961-10-13","M","F","40000.00",2,"Partial High School","Skilled Manual",2,"2022-08-24","10+ Miles","Hailey S Washington",62,"Sooke","British Columbia","Canada","V0"
25886,627,"AW00025886","1955-11-14","M","F","60000.00",2,"Partial College","Professional",2,"2020-03-21","2-5 Miles","Rachel Rogers",68,"Marysville","Washington","United States","98270"
25887,633,"AW00025887","1961-05-20","M","M","60000.00",2,"Partial College","Professional",2,"2020-03-04","2-5 Miles","Jack J Collins",63,"Puyallup","Washington","United States","98371"
25888,642,"AW00025888","1961-04-19","M","F","60000.00",2,"Partial College","Professional",2,"2020-03-09","2-5 Miles","Morgan D Edwards",63,"Tacoma","Washington","United States","98403"
25889,301,"AW00025889","1955-11-23","M","M","60000.00",2,"Partial College","Professional",1,"2020-03-12","2-5 Miles","Reginald C Munoz",68,"Burbank","California","United States","91502"
25890,302,"AW00025890","1956-03-14","M","F","60000.00",2,"Partial College","Professional",1,"2022-02-15","10+ Miles","Chloe D Brown",68,"Burlingame","California","United States","94010"
25892,60,"AW00025892","1956-09-17","M","F","60000.00",2,"High School","Professional",2,"2021-02-12","2-5 Miles","Stephanie Price",67,"Port Hammond","British Columbia","Canada","V6B 3P7"
25893,611,"AW00025893","1956-10-23","S","F","60000.00",2,"High School","Professional",2,"2022-04-26","10+ Miles","Alexia Alexander",67,"Bremerton","Washington","United States","98312"
25894,301,"AW00025894","1956-10-30","M","M","60000.00",2,"Partial College","Professional",2,"2022-07-26","10+ Miles","Steve Zeng",67,"Burbank","California","United States","91502"
25895,546,"AW00025895","1957-09-02","M","M","40000.00",2,"Partial High School","Skilled Manual",4,"2020-04-04","2-5 Miles","Jesse M Richardson",66,"Oregon City","Oregon","United States","97045"
25896,539,"AW00025896","1958-01-31","M","F","70000.00",2,"High School","Professional",2,"2022-06-25","10+ Miles","Marissa Coleman",66,"Corvallis","Oregon","United States","97330"
25897,359,"AW00025897","1958-04-11","M","F","70000.00",2,"High School","Professional",2,"2022-10-11","10+ Miles","Kimberly Bailey",66,"San Diego","California","United States","92102"
25898,607,"AW00025898","1958-05-16","M","F","70000.00",2,"High School","Professional",2,"2022-07-07","2-5 Miles","Brittney L Cai",66,"Ballard","Washington","United States","98107"
25899,329,"AW00025899","1958-04-03","M","F","70000.00",2,"High School","Professional",2,"2022-03-11","10+ Miles","Caitlin D Rogers",66,"Imperial Beach","California","United States","91932"
25900,631,"AW00025900","1957-10-12","M","F","70000.00",2,"Partial High School","Skilled Manual",2,"2022-05-18","10+ Miles","Haley Sanders",66,"Olympia","Washington","United States","98501"
25901,337,"AW00025901","1958-05-15","M","M","70000.00",2,"Partial High School","Skilled Manual",2,"2020-04-12","2-5 Miles","Lucas E Harris",66,"Long Beach","California","United States","90802"
25902,634,"AW00025902","1958-01-03","M","M","70000.00",2,"Partial High School","Skilled Manual",2,"2022-02-22","10+ Miles","Cameron Li",66,"Redmond","Washington","United States","98052"
25903,609,"AW00025903","1957-11-20","M","M","70000.00",2,"Partial High School","Skilled Manual",2,"2020-04-10","2-5 Miles","Marshall A Rai",66,"Bellingham","Washington","United States","98225"
25904,618,"AW00025904","1959-05-15","S","M","60000.00",3,"High School","Professional",2,"2022-12-02","10+ Miles","Ian Collins",65,"Issaquah","Washington","United States","98027"
25905,339,"AW00025905","1964-11-21","M","M","60000.00",3,"Partial High School","Skilled Manual",3,"2020-04-05","2-5 Miles","Nathan K Hayes",59,"Mill Valley","California","United States","94941"
25906,29,"AW00025906","1949-09-30","S","F","10000.00",5,"High School","Skilled Manual",2,"2022-11-13","1-2 Miles","Crystal Zhao",74,"Findon","South Australia","Australia","5023"
25907,36,"AW00025907","1950-02-21","M","F","10000.00",2,"High School","Skilled Manual",2,"2023-01-14","1-2 Miles","Kelli Shen",74,"Melton","Victoria","Australia","3337"
25908,337,"AW00025908","1984-09-19","M","F","60000.00",0,"Partial College","Skilled Manual",1,"2023-01-26","1-2 Miles","Melissa Long",39,"Long Beach","California","United States","90802"
25909,343,"AW00025909","1984-12-02","M","M","60000.00",0,"Partial College","Skilled Manual",1,"2020-05-24","5-10 Miles","Chase J James",39,"National City","California","United States","91950"
25910,343,"AW00025910","1985-03-17","M","F","60000.00",0,"Partial College","Skilled Manual",1,"2020-05-28","5-10 Miles","Natalie R Miller",39,"National City","California","United States","91950"
25911,51,"AW00025911","1983-09-30","S","F","40000.00",0,"High School","Skilled Manual",2,"2021-03-29","1-2 Miles","Alexandra Sanders",40,"Langford","British Columbia","Canada","V9"
25912,33,"AW00025912","1952-12-19","M","M","10000.00",2,"Partial High School","Clerical",2,"2022-06-27","1-2 Miles","Walter R Rubio",71,"Cranbourne","Victoria","Australia","3977"
25913,6,"AW00025913","1958-08-06","M","M","10000.00",2,"Partial High School","Clerical",2,"2022-11-14","5-10 Miles","Beth A Srini",65,"Lavender Bay","New South Wales","Australia","2060"
25914,637,"AW00025914","1983-09-29","M","M","30000.00",0,"Partial College","Skilled Manual",1,"2022-08-27","5-10 Miles","Seth Hughes",40,"Seattle","Washington","United States","98104"
25915,637,"AW00025915","1983-11-06","S","F","30000.00",0,"Partial College","Skilled Manual",1,"2022-10-27","1-2 Miles","Paige J Bryant",40,"Seattle","Washington","United States","98104"
25916,301,"AW00025916","1984-01-10","M","F","60000.00",0,"Partial College","Skilled Manual",2,"2020-05-13","5-10 Miles","Naomi Serrano",40,"Burbank","California","United States","91502"
25917,316,"AW00025917","1983-09-22","M","M","60000.00",0,"Partial College","Skilled Manual",2,"2020-05-01","1-2 Miles","Kyle Long",40,"El Cajon","California","United States","92020"
25918,2,"AW00025918","1951-08-10","S","F","30000.00",2,"Partial College","Clerical",2,"2020-10-26","5-10 Miles","Carly Anand",72,"Coffs Harbour","New South Wales","Australia","2450"
25974,325,"AW00025974","1974-04-01","M","M","70000.00",4,"Bachelors","Professional",2,"2020-06-20","2-5 Miles","Noah E Jai",50,"Glendale","California","United States","91203"
25919,4,"AW00025919","1957-10-30","M","F","30000.00",2,"Partial College","Clerical",2,"2020-10-08","1-2 Miles","Dana D Ramos",66,"Goulburn","New South Wales","Australia","2580"
25920,38,"AW00025920","1951-12-15","M","M","40000.00",2,"Bachelors","Management",2,"2020-10-18","1-2 Miles","Orlando Gutierrez",72,"South Melbourne","Victoria","Australia","3205"
25921,14,"AW00025921","1958-09-16","S","M","30000.00",2,"Partial College","Clerical",2,"2020-10-21","5-10 Miles","Colin Shan",65,"Rhodes","New South Wales","Australia","2138"
25922,18,"AW00025922","1953-03-13","S","F","30000.00",2,"Partial College","Clerical",2,"2020-11-24","5-10 Miles","Veronica J Malhotra",71,"Sydney","New South Wales","Australia","1002"
25923,31,"AW00025923","1959-02-19","S","M","10000.00",2,"Partial High School","Clerical",2,"2022-02-02","5-10 Miles","Mason W Parker",65,"Hobart","Tasmania","Australia","7001"
25924,355,"AW00025924","1984-05-19","S","F","70000.00",0,"Partial College","Skilled Manual",2,"2020-05-13","0-1 Miles","Hannah Robinson",40,"Redwood City","California","United States","94063"
25925,49,"AW00025925","1983-05-02","M","F","40000.00",0,"Bachelors","Professional",2,"2022-04-29","1-2 Miles","Brianna Cooper",41,"Cliffside","British Columbia","Canada","V8Y 1L1"
25926,10,"AW00025926","1959-09-12","M","M","20000.00",4,"High School","Skilled Manual",2,"2020-11-04","5-10 Miles","Larry Gutierrez",64,"Newcastle","New South Wales","Australia","2300"
25927,12,"AW00025927","1954-06-03","S","F","20000.00",2,"High School","Skilled Manual",2,"2020-10-29","5-10 Miles","Tiffany Guo",70,"North Sydney","New South Wales","Australia","2055"
25928,13,"AW00025928","1953-12-06","M","M","20000.00",2,"High School","Skilled Manual",2,"2020-11-03","5-10 Miles","Mario J Sharma",70,"Port Macquarie","New South Wales","Australia","2444"
25929,626,"AW00025929","1983-03-25","S","F","40000.00",0,"Partial College","Skilled Manual",1,"2022-04-10","1-2 Miles","Alexandra Gray",41,"Lynnwood","Washington","United States","98036"
25930,626,"AW00025930","1983-01-07","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-06-05","5-10 Miles","Ethan L Harris",41,"Lynnwood","Washington","United States","98036"
25931,632,"AW00025931","1983-02-07","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2022-07-24","5-10 Miles","Ryan M Henderson",41,"Port Orchard","Washington","United States","98366"
25932,547,"AW00025932","1983-05-25","S","M","40000.00",0,"Partial College","Skilled Manual",1,"2023-01-21","1-2 Miles","Marcus Rodriguez",41,"Portland","Oregon","United States","97205"
25933,322,"AW00025933","1982-12-03","S","M","60000.00",0,"Partial College","Skilled Manual",2,"2022-08-28","1-2 Miles","Dalton L Stewart",41,"Fremont","California","United States","94536"
25934,336,"AW00025934","1983-03-23","S","M","70000.00",0,"Partial College","Skilled Manual",2,"2022-12-30","0-1 Miles","Luke King",41,"Lincoln Acres","California","United States","91950"
25935,5,"AW00025935","1954-09-15","M","F","20000.00",2,"Partial High School","Clerical",2,"2020-11-10","1-2 Miles","April A Tang",69,"Lane Cove","New South Wales","Australia","1597"
25936,30,"AW00025936","1960-10-23","S","F","20000.00",2,"Partial High School","Clerical",2,"2020-11-05","5-10 Miles","Deanna H Schmidt",63,"Perth","South Australia","Australia","6006"
25937,16,"AW00025937","1960-04-18","M","M","20000.00",2,"Partial High School","Clerical",2,"2020-11-07","1-2 Miles","Jon Yuan",64,"Springwood","New South Wales","Australia","2777"
25938,20,"AW00025938","1955-04-21","S","M","30000.00",3,"Partial College","Clerical",2,"2020-11-25","5-10 Miles","Marvin Gutierrez",69,"Brisbane","Queensland","Australia","4000"
25939,39,"AW00025939","1961-10-20","M","M","20000.00",2,"Partial High School","Clerical",2,"2020-12-11","5-10 Miles","Willie A Tang",62,"Sunbury","Victoria","Australia","3429"
25940,16,"AW00025940","1957-02-10","S","M","20000.00",2,"Partial High School","Clerical",2,"2020-12-18","5-10 Miles","Gerald Arun",67,"Springwood","New South Wales","Australia","2777"
25941,22,"AW00025941","1956-11-13","M","F","20000.00",2,"Partial High School","Clerical",2,"2020-12-16","1-2 Miles","Molly Perez",67,"East Brisbane","Queensland","Australia","4169"
25942,359,"AW00025942","1985-07-16","S","F","60000.00",0,"Partial College","Skilled Manual",2,"2020-05-16","1-2 Miles","Brianna J Brooks",38,"San Diego","California","United States","92102"
25943,347,"AW00025943","1984-08-02","S","F","70000.00",0,"Partial College","Skilled Manual",2,"2020-06-12","0-1 Miles","Brianna McDonald",39,"Novato","California","United States","94947"
25944,34,"AW00025944","1958-04-17","S","M","20000.00",2,"Partial High School","Clerical",2,"2020-12-10","5-10 Miles","Ronald Perez",66,"Geelong","Victoria","Australia","3220"
25945,18,"AW00025945","1957-08-16","M","M","30000.00",3,"High School","Skilled Manual",2,"2020-12-22","5-10 Miles","Brent J Guo",66,"Sydney","New South Wales","Australia","1002"
25946,19,"AW00025946","1964-03-19","M","F","40000.00",2,"Partial College","Skilled Manual",2,"2020-12-26","5-10 Miles","Britta Simon",60,"Wollongong","New South Wales","Australia","2500"
25973,543,"AW00025973","1968-09-10","S","F","70000.00",4,"Bachelors","Professional",2,"2020-06-03","0-1 Miles","Mariah Griffin",55,"Lebanon","Oregon","United States","97355"
25947,34,"AW00025947","1960-04-11","S","M","40000.00",3,"Partial High School","Clerical",2,"2020-12-08","5-10 Miles","Sam Wilson",64,"Geelong","Victoria","Australia","3220"
25948,22,"AW00025948","1965-05-06","S","F","40000.00",3,"Partial High School","Clerical",2,"2020-12-21","5-10 Miles","Christine D Stone",59,"East Brisbane","Queensland","Australia","4169"
25949,15,"AW00025949","1959-07-18","S","F","40000.00",3,"Partial High School","Clerical",2,"2020-12-03","5-10 Miles","Summer C Raman",64,"Silverwater","New South Wales","Australia","2264"
25950,627,"AW00025950","1980-12-23","S","M","40000.00",0,"High School","Skilled Manual",2,"2022-12-18","5-10 Miles","Kyle Kumar",43,"Marysville","Washington","United States","98270"
25951,300,"AW00025951","1986-03-15","S","M","40000.00",0,"High School","Skilled Manual",2,"2020-06-12","1-2 Miles","Anthony A Anderson",38,"Beverly Hills","California","United States","90210"
25952,310,"AW00025952","1980-11-18","S","M","40000.00",0,"High School","Skilled Manual",2,"2020-06-04","1-2 Miles","Jon Alonso",43,"Colma","California","United States","94014"
25953,311,"AW00025953","1981-05-10","M","M","40000.00",0,"High School","Skilled Manual",2,"2022-03-28","5-10 Miles","Hunter A Butler",43,"Concord","California","United States","94519"
25954,361,"AW00025954","1981-02-06","M","M","60000.00",0,"Partial College","Skilled Manual",2,"2022-05-27","1-2 Miles","Noah E Carter",43,"San Gabriel","California","United States","91776"
25955,369,"AW00025955","1980-11-12","S","F","60000.00",0,"Partial College","Skilled Manual",2,"2020-06-19","1-2 Miles","Anna Robinson",43,"Santa Monica","California","United States","90401"
25956,539,"AW00025956","1980-06-18","M","M","50000.00",0,"High School","Skilled Manual",2,"2022-07-27","5-10 Miles","Charles J Ramirez",44,"Corvallis","Oregon","United States","97330"
25957,385,"AW00025957","1982-01-07","M","F","60000.00",0,"Partial College","Professional",2,"2022-06-14","1-2 Miles","Stephanie Washington",42,"Woodland Hills","California","United States","91364"
25958,11,"AW00025958","1961-09-08","S","M","80000.00",2,"High School","Skilled Manual",2,"2021-01-07","5-10 Miles","Alfredo W Ortega",62,"North Ryde","New South Wales","Australia","2113"
25959,335,"AW00025959","1982-05-10","S","F","60000.00",0,"Partial College","Professional",2,"2022-04-08","1-2 Miles","Katherine Hall",42,"Lemon Grove","California","United States","91945"
25960,31,"AW00025960","1962-12-03","M","M","70000.00",2,"High School","Skilled Manual",2,"2021-01-22","5-10 Miles","Willie S Cai",61,"Hobart","Tasmania","Australia","7001"
25961,39,"AW00025961","1962-09-24","S","M","70000.00",2,"High School","Skilled Manual",2,"2020-12-31","5-10 Miles","Ricardo T Goel",61,"Sunbury","Victoria","Australia","3429"
25962,626,"AW00025962","1984-01-25","S","F","80000.00",0,"Bachelors","Management",1,"2020-06-29","0-1 Miles","Jordyn J Jenkins",40,"Lynnwood","Washington","United States","98036"
25963,623,"AW00025963","1980-05-13","S","M","60000.00",0,"Partial College","Professional",2,"2023-01-03","5-10 Miles","Charles Morris",44,"Kirkland","Washington","United States","98033"
25964,542,"AW00025964","1979-08-09","S","M","60000.00",0,"Partial College","Professional",2,"2020-06-12","1-2 Miles","Christopher Winston",44,"Lake Oswego","Oregon","United States","97034"
25965,345,"AW00025965","1971-12-20","S","F","130000.00",0,"Graduate Degree","Management",4,"2022-05-14","1-2 Miles","Andrea A Roberts",52,"Newport Beach","California","United States","92625"
25966,359,"AW00025966","1971-12-15","M","M","130000.00",1,"Graduate Degree","Management",4,"2022-07-07","0-1 Miles","Alex B Watson",52,"San Diego","California","United States","92102"
25967,339,"AW00025967","1963-03-25","M","F","70000.00",2,"Partial High School","Skilled Manual",2,"2022-07-01","5-10 Miles","Alexis S Martinez",61,"Mill Valley","California","United States","94941"
25968,546,"AW00025968","1970-04-08","M","M","60000.00",4,"Bachelors","Skilled Manual",3,"2022-11-18","10+ Miles","Benjamin F Powell",54,"Oregon City","Oregon","United States","97045"
25969,325,"AW00025969","1969-10-15","M","M","60000.00",4,"Bachelors","Skilled Manual",2,"2020-06-14","0-1 Miles","Jason F Parker",54,"Glendale","California","United States","91203"
25970,614,"AW00025970","1970-03-13","S","F","60000.00",4,"Bachelors","Skilled Manual",2,"2020-06-25","0-1 Miles","Hailey C James",54,"Edmonds","Washington","United States","98020"
25971,59,"AW00025971","1968-10-05","S","F","70000.00",4,"Bachelors","Professional",2,"2021-03-20","2-5 Miles","Savannah Young",55,"Oak Bay","British Columbia","Canada","V8P"
25972,552,"AW00025972","1969-01-01","S","F","70000.00",4,"Bachelors","Professional",2,"2020-06-02","0-1 Miles","Jocelyn Henderson",55,"W. Linn","Oregon","United States","97068"
25975,611,"AW00025975","1968-09-17","S","F","70000.00",4,"Bachelors","Professional",2,"2020-06-02","0-1 Miles","Ebony R Gutierrez",55,"Bremerton","Washington","United States","98312"
25976,316,"AW00025976","1973-10-15","S","M","70000.00",0,"Bachelors","Professional",1,"2020-06-14","0-1 Miles","Hunter F Coleman",50,"El Cajon","California","United States","92020"
25977,385,"AW00025977","1979-04-20","M","F","60000.00",2,"Graduate Degree","Professional",0,"2020-07-03","2-5 Miles","Jenna M Lopez",45,"Woodland Hills","California","United States","91364"
25978,331,"AW00025978","1931-05-23","S","F","90000.00",5,"Bachelors","Professional",0,"2020-07-15","0-1 Miles","Morgan Perez",93,"La Jolla","California","United States","92806"
25979,536,"AW00025979","1974-01-29","S","M","70000.00",4,"Bachelors","Professional",2,"2020-07-11","2-5 Miles","Miguel Edwards",50,"Beaverton","Oregon","United States","97005"
25980,635,"AW00025980","1974-04-06","S","F","70000.00",4,"Bachelors","Professional",3,"2020-07-14","2-5 Miles","Julia M Jones",50,"Renton","Washington","United States","98055"
25981,66,"AW00025981","1969-05-14","M","M","70000.00",4,"Bachelors","Professional",4,"2021-03-14","2-5 Miles","Isaiah Howard",55,"Sooke","British Columbia","Canada","V0"
25982,648,"AW00025982","1968-10-14","S","F","70000.00",0,"Bachelors","Professional",1,"2020-07-24","0-1 Miles","Rebecca Phillips",55,"Yakima","Washington","United States","98901"
25983,546,"AW00025983","1969-02-18","M","M","70000.00",0,"Bachelors","Professional",1,"2022-08-11","0-1 Miles","Jack J Alexander",55,"Oregon City","Oregon","United States","97045"
25984,335,"AW00025984","1969-05-25","S","F","60000.00",3,"Graduate Degree","Professional",0,"2020-07-08","2-5 Miles","Isabella D Wright",55,"Lemon Grove","California","United States","91945"
25985,347,"AW00025985","1968-11-23","M","M","60000.00",3,"Graduate Degree","Professional",0,"2020-07-11","0-1 Miles","Justin L Harris",55,"Novato","California","United States","94947"
25986,638,"AW00025986","1968-07-23","M","F","60000.00",3,"Graduate Degree","Professional",0,"2020-08-07","0-1 Miles","Isabel L Bryant",55,"Sedro Woolley","Washington","United States","98284"
25987,298,"AW00025987","1978-11-18","M","M","40000.00",3,"High School","Skilled Manual",2,"2020-08-10","0-1 Miles","Hunter Kumar",45,"Bellflower","California","United States","90706"
25988,536,"AW00025988","1973-01-14","S","M","40000.00",4,"High School","Skilled Manual",2,"2022-08-22","2-5 Miles","Victor M Muñoz",51,"Beaverton","Oregon","United States","97005"
25989,66,"AW00025989","1973-01-14","M","M","70000.00",1,"Bachelors","Professional",1,"2021-04-20","2-5 Miles","Jeremy Price",51,"Sooke","British Columbia","Canada","V0"
25990,547,"AW00025990","1968-02-19","S","F","70000.00",1,"Bachelors","Professional",1,"2020-08-16","0-1 Miles","Jenna A Parker",56,"Portland","Oregon","United States","97205"
25991,52,"AW00025991","1973-03-08","M","F","70000.00",1,"Partial College","Skilled Manual",1,"2021-04-06","2-5 Miles","Arianna Hayes",51,"Langley","British Columbia","Canada","V3A 4R2"
25992,69,"AW00025992","1967-11-09","M","F","70000.00",1,"Partial College","Skilled Manual",1,"2021-04-18","0-1 Miles","Stephanie Flores",56,"Victoria","British Columbia","Canada","V8V"
25993,609,"AW00025993","1977-11-20","S","F","40000.00",4,"High School","Skilled Manual",3,"2020-08-26","10+ Miles","Heidi H Chandra",46,"Bellingham","Washington","United States","98225"
25994,552,"AW00025994","1983-03-10","S","M","40000.00",4,"High School","Skilled Manual",2,"2020-08-05","2-5 Miles","Richard Garcia",41,"W. Linn","Oregon","United States","97068"
25995,62,"AW00025995","1966-09-30","M","M","40000.00",4,"High School","Skilled Manual",2,"2021-06-26","0-1 Miles","Jack R Phillips",57,"Royal Oak","British Columbia","Canada","V8X"
25996,383,"AW00025996","1967-02-12","M","F","60000.00",1,"Partial College","Skilled Manual",1,"2020-08-28","0-1 Miles","Faith Murphy",57,"West Covina","California","United States","91791"
25997,339,"AW00025997","1967-05-21","M","F","60000.00",1,"Partial College","Skilled Manual",1,"2020-09-08","0-1 Miles","Katherine Wright",57,"Mill Valley","California","United States","94941"
25998,634,"AW00025998","1966-09-01","M","M","60000.00",1,"Partial College","Skilled Manual",1,"2020-09-14","2-5 Miles","Richard L Rivera",57,"Redmond","Washington","United States","98052"
25999,71,"AW00025999","1965-12-29","M","M","40000.00",4,"High School","Skilled Manual",2,"2021-06-25","2-5 Miles","Joshua F Thompson",58,"Westminster","British Columbia","Canada","V3L 1H4"
26000,369,"AW00026000","1971-10-02","S","M","40000.00",0,"Bachelors","Professional",1,"2022-06-01","0-1 Miles","Connor Lopez",52,"Santa Monica","California","United States","90401"
26001,539,"AW00026001","1972-09-21","S","M","50000.00",0,"Partial College","Skilled Manual",1,"2020-09-23","2-5 Miles","Nicholas G Lee",51,"Corvallis","Oregon","United States","97330"
26002,548,"AW00026002","1973-04-01","S","M","50000.00",0,"Partial College","Skilled Manual",1,"2020-09-28","0-1 Miles","Samuel J Walker",51,"Salem","Oregon","United States","97301"
26003,307,"AW00026003","1973-05-24","S","F","60000.00",0,"Graduate Degree","Professional",1,"2020-09-10","2-5 Miles","Denise Subram",51,"Chula Vista","California","United States","91910"
